author_id,created_at,id,lang,public_metrics_like_count,public_metrics_quote_count,public_metrics_reply_count,public_metrics_retweet_count,text
1335210354796867586,2022-08-04 13:11:25+00:00,1555179600245936128,fa,18,4,0,0,کاش یه بازیساز در کانادا بودم که داشت زیر کرانچ پاره میشد https://t.co/4vqfshJuP8
921975418315448321,2022-08-23 07:27:11+00:00,1561978340637941760,en,294,8,21,62,"There won't be a community call today 🙅‍♀️🙅‍♂️ Catch us next week instead!

Look forward to the upcoming v8.0.0 upgrade with a recap during next week's call. Are you ready for developers to earn a share of their contracts' gas fees?"
1436015920837713924,2022-08-22 04:00:11+00:00,1561563861328732160,fa,4748,4,61,22,"یک سال و نیم عین برق و باد گذشت
یادش بخیر
این عکس چه داستانایی درست کرد https://t.co/LBzl7RsJUN"
455668953,2022-08-21 07:37:49+00:00,1561256240910671875,fa,597,8,20,14,اطرافم پر شده از افرادی که میخوان تغییر شغل بدن برنامه نویس شن یه ساله مهاجرت کنن.برای آموزش حاضرن‌ فقط روزی یکی دو ‌ساعت بعد تایم‌کاری وقت بذارن،بعد از آموزش هم نمیتونن برن‌ کارآموزی چون کار فعلیشونو از دست میدن،آخر هفته‌ها هم میخوان استراحت کنن تا ورک لایف بالانسشون به هم نریزه
1368660168578371586,2022-08-19 16:52:23+00:00,1560671027977261057,fa,591,4,52,4,برام مهم نیست چرا این عکس رو پست کرده اما منشنا نارحتم میکنن ... https://t.co/g0SvcjagWy
1357744863442317312,2022-08-20 07:05:59+00:00,1560885841643307008,en,8,2,0,0,"Book Mock Interviews with experienced engineers from top tech companies of Europe. 

Register now: https://t.co/0Dp7LxoL58"
830627361209061376,2022-08-19 18:31:05+00:00,1560695867937636352,fa,5502,23,71,82,مغزگلی               مغزسیگاری        مغزسالم https://t.co/ldwS94bIsK
1548901628325101568,2022-08-20 14:24:33+00:00,1560996210240102401,fa,18,2,0,9,"ثبت‌نام زودهنگام در رویداد #DevSummit با ۴۰٪ تخفیف
https://t.co/eqd6JZARbK https://t.co/Z0sjnn2zOT"
616983360,2022-08-17 20:15:36+00:00,1559997393256472576,fa,453,3,22,72,"ما یه سنیور iOS دولوپر میخواهیم برای یه قرارداد سه ماهه که قابل افزایش به یکساله.
دستمزد روزانه: ۳۰۰ دلار
در مورد پروژه: پروژه خیلی بزرگه و اپن سورس هست. باید گیتهاب قوی ای داشته باشید. یک مصاحبه با pair programming  داره.
زبان شرکت انگلیسی هست.
DM me with your Github link :)"
2823956020,2022-08-18 07:36:43+00:00,1560168801291108354,fa,1311,16,38,25,یه مصاحبه فرانت کردیم، اقاهه ۵۱ سالش بود، خبرنگار zdf بود، تازه شروع کرده بود برنامه نویسی(۶ماه) :)))) میگفت خیلی علاقه داشته، منظورم اینه که خیلیا میگید دیره، ولی ظاهرا علاقه حرف اول و میزنه😄البته اینکه اینا امید به زندگیشون از ماها خیلی بیشتره هم بی تاثیر نیست.
1242783740989976576,2022-08-17 04:46:53+00:00,1559763672817438720,fa,174,20,135,0,اگه می‌تونستی شغلت رو عوض کنی دوست داشتی چیکاره بشی؟
184485214,2022-08-17 12:48:45+00:00,1559884941084721152,fa,502,5,12,45,"وقتی با خودت میگی دیگه SQL رو یاد گرفتم

اما SQL: https://t.co/VAyzeJxBjy"
15765808,2022-08-15 15:57:17+00:00,1559207611475566593,fa,0,5,3,0,@Marymmalek خب نپوش.
223202535,2022-08-16 15:14:38+00:00,1559559265156743169,fa,18,1,1,0,"نور آبی علاوه بر چشم‌ها، به کل صورت نیز آسیب می‌زند

به گفته محققان نور آبی می‌تواند منجر به بروز خستگی چشم،سردرد و حتی سخت به خواب رفتن شود.همچنین کارشناسان نگرانی‌هایی را در باب تاثیرات نور آبی بر پوست و آسیب‌هایی که می‌تواند علاوه بر چشم،بر پوست بدن برجای بگذارد،مطرح کرده‌اند. https://t.co/LcXhFixMwp"
35191504,2022-08-16 08:25:50+00:00,1559456386744045568,fa,8,1,0,1,متاسفانه این هفته با خبر بد برای #شیپور شروع شده، در تلاشیم که بتونیم سریعتر اپ رو در دسترس کاربران قرار بدیم https://t.co/mUbCU00dGV
3980959481,2022-08-15 18:03:21+00:00,1559239337446985729,fa,156,1,8,6,"دولوپر واقعی بعد کات نمیره پست و استوری اکسشو ببینه
میره کامیتای گیتهابشو میبینه
تمام"
1508814525218316292,2022-08-14 17:37:50+00:00,1558870524767485952,fa,10631,143,407,1495,"به این شرکت های کار مجازی برخوردین تا حالا؟ که ده دوازده تا اپشن شغلی مثل تایپ و گویندگی بهتون میدن و میگن هرکدومو میتونی انجام بده پول بگیر؟
بعد از مدت ها وسوسه شدم یکیشونو تست کنم. نماد اعتماد و همه چیزش هم چک کردم و درست بود
حالا بذارید طرز کارشونو براتون توضیح بدم⬇️"
920304313888624640,2022-08-15 15:22:49+00:00,1559198936933568512,fa,2108,82,54,136,وقتی خیلی بهت تسک میدن و دیگه توان نداری :) https://t.co/o1ifwvcFxS
1212289702927069185,2022-08-14 06:12:18+00:00,1558698005695549440,fa,4141,7,43,38,"انتخاب رنگ و فونت برای بیمارستان چشم پزشکی ١٠/١٠. 
پدسگ من اگه چشمم می‌دید می‌اومدم این‌جا؟ 

هی با گوشی زوم می‌کنم ببینم نوبتم شد یا نه. https://t.co/QcFOlzRJR2"
702220866701148160,2022-08-14 04:53:41+00:00,1558678220979019777,fa,453,7,31,3,اکوسیستمی غیرمتمرکزتره که دولوپرها توش حرف اول و آخر‌ رو بزنن نه ماینرها. ماینر نماد سرمایه است یعنی پول بیشتر قدرت بیشتر. با حاکمیت سرمایه نمی‌شه غیرمتمرکز بود.
1085477171055996928,2022-08-13 21:52:51+00:00,1558572315054596097,en,5053,49,104,1439,"Top 5 projects I recommend to make when you are trying to get your first job in tech as a developer, with explanations:"
1212309353610395648,2022-08-13 08:48:40+00:00,1558374968857174017,fa,16,1,3,8,جایی میشناسین گولنگ دولوپر بخوان ؟ 😶😁
14571055,2022-08-12 10:55:52+00:00,1558044593937170433,en,24084,848,997,6540,"They arrested the developer of tornado cash. 🚨 

I repeat: a man was arrested for writing code that served as a public good for people to maintain their privacy online. 

They put a man in jail because bad people used his open source code.

This cannot stand in any free society."
1536219884996157440,2022-08-12 10:31:45+00:00,1558038522182918145,fa,9,1,0,0,چهار ساعت مشغول کدنویسی بودم. دو روز درگیر خروجی‌گرفتن از دات‌نت بودم (نسخهٔ ۳۲ و ۶۴). یک روز درگیر نصب VMWare و دانلود ویندوز ۳۲ بیتی و تست برنامه بودم. یک روز درگیر کانفیگ اینو ستاپ بودم. یک روز درگیر تنظیم گیتهاب اکشن بودم. یعنی در مجموع: دو ساعت کدنویسی، پنج روز کانفیگ!😳 https://t.co/UpDac9tgyp
802832703301308417,2022-08-12 06:12:51+00:00,1557973370037305344,fa,115,2,9,18,شاید بدردتون بخوره. https://t.co/YP3KgBCxst
4405817715,2022-08-10 20:13:38+00:00,1557460184506793987,fa,52,2,10,0,"سلام بر آیفون 😁
خائن هم خودتونید 😌"
28435235,2022-08-09 14:33:30+00:00,1557012195724124160,fa,162,6,16,2,"تو آب ""هلدینگ"" هزاردستان چی میریزن انقدر یه سریا فکر میکنن که یونیک و نخبه و خاص و بهترین در دنیا و از سقف آسمون افتاده ان؟ https://t.co/OyY5gK1mQI"
1509685775255805957,2022-08-09 10:35:42+00:00,1556952355089825794,en,1212,3,25,190,📌 CSS Flexbox — Align Self Property 🎨✨ https://t.co/EjNivtE9Bg
1031949518609121280,2022-08-08 23:05:01+00:00,1556778536928690181,en,1179,50,67,275,"Web3 development just got a whole lot easier for Web2 developers! 🚀

NEAR is excited to unveil its awaited JavaScript SDK at ETHToronto. 

NEAR’s JS SDK is a key move to democratize Web3 development.

Get up to speed 🔽 #JSisNEAR
https://t.co/xrUXrU5ZFj"
76172541,2022-08-09 08:48:49+00:00,1556925456326221825,fa,562,10,19,24,متاسفانه ای‌پی‌آی فایربیس گوگل برای گرفتن توکن FCM در ایران خطای ۴۰۳ می‌ده و این یعنی هزار و یک مشکل جدی برای اپلیکیشن‌های ایرانی.
1305795897578500096,2022-08-07 19:42:42+00:00,1556365236801871876,fa,223,5,26,9,یه دوست پسر میخوام که کارای مهاجرتمون و باهم انجام بدیم.
2685224484,2022-08-05 09:49:38+00:00,1555491209249955840,fa,272,7,21,8,"شاید فکر کنید این گیت‌هاب منه که انقد برهوته
ولی نه این گیت‌هاب حضرت راسموس لردورف همون خالق PHP هستش
بزرگوار همین کارا رو کرده وضعمون اینجوریه هرکی پیدا میشه یه لگد در کونمون میزنه https://t.co/WvS8wGUXul"
2737108018,2022-08-05 08:50:25+00:00,1555476305529163777,fa,467,21,14,29,من تو جلسه‌ی رترو: https://t.co/sYO7ahhdZs
1253267397903089668,2022-08-04 09:19:37+00:00,1555121266230804483,es,50190,893,437,10221,Demo Time ⏰ https://t.co/7IXmf20AJc
1333467482,2022-08-04 20:34:45+00:00,1555291170892197888,en,315,61,47,85,"Ian Macalinao, the chief architect of Solana's once mighty stablecoin exchange Saber, hid behind anonymous developer accounts to pump billions of dollars into his DeFi empire.
https://t.co/5rQFuiCsuM"
1390029791772897285,2022-08-03 15:33:45+00:00,1554853033976025089,fa,26,5,11,1,"کدی که کامنت لازم داره یعنی Clean نوشته نشده(در اکثر مواقع)
کدها به مرور زمان تغییر میکنن و کامنتها میتونن به راحتی آپدیت نشن و در انتها کامنت گذاشته شده کاملا برعکس چیزی که کد میگه هست. https://t.co/7yShuNOnWn"
965774983527043072,2022-08-04 15:00:06+00:00,1555206953906966529,en,1939,24,12,377,How to fix bugs https://t.co/MEsWLQk0uX https://t.co/KBOAg1NFVw
1495392322124668934,2022-08-03 11:09:52+00:00,1554786624281759746,fa,38,1,1,1,"سوسیالیزم از آنچه تصوّر می‌کنید به شما نزدیکترست
#CBDC
...
بعضیاتون واقعاً آدمای خیرخواه، خوش‌قلب و نوع‌دوستی هستین. امیدوارم متوجه باشین سوءاستفاده از مباحث محیط‌زیستی، تغییر اقلیم و الخ می‌تونه تا کجا پیش بره. https://t.co/mQkjTv876v"
1344553645824761857,2022-08-03 22:37:36+00:00,1554959696448131078,fa,11,1,2,0,"عجب برمودایی‌‌ست:
«#روسیه، رمزریال، مردم‌‌نماد» 
و ما میان آن نگران نهنگ‌ها، صرافی‌ها، پاول، پلوسی، سیصد، سولانا، تارگت‌ و...

نکند #رمزریال خرگوشِ سرزمین غیرمتمرکز است؟ نکند #اجبارِ صیانت، حجاب، رحم و... با #رمزریال نه حادتر بلکه حل می‌شود؟ 

نکند #برمودا همان جزیره‌ی خضراست؟ https://t.co/pzrFJ7O0jG"
1553696176763015168,2022-08-03 10:47:59+00:00,1554781118968332290,zxx,72,2,3,4,https://t.co/1r9zXP9Yu4
1227187506086633478,2022-08-02 16:52:16+00:00,1554510402603597828,fa,18,1,1,1,دوس دارم بهش بگم عزیزم شما واسه دولوپر بودن یکمی زیادی جذابی :))))))))
3274204098,2022-08-01 21:39:18+00:00,1554220248911454208,fa,85,1,9,4,"جیپ ماشینی بود که ساخته شد تا بز کوهی احساس تنهایی نکنه😂

باجیپ مدل ۱۳۵۶ جاهایی رفتم که  چهارپا هم نمیره وبه این نتیجه رسیدم ممکنه زخمی بشه ولی هیچوقت نمیمیره 
هیچوقت ؛چون جیپ https://t.co/2pLGTdOvMw"
965219411136217089,2022-08-02 06:09:59+00:00,1554348770351005696,fa,9,1,1,1,"با تمام این اوصافی که گفته شد من معتقدم که جنگو بد نیست، خیلی خوبه!
این رو از روی تعصب نمیگم، چون اولین زبونی که یادگرفتم پایتون نیست، به اندازه تجربه کم خودم با زبون های مختلف کار کردم و...
بقول یک بنده خدایی اگر با زبان C هم توسعه بدی، به یک نقطه‌ای میرسی/ https://t.co/xv8X4gjTbc"
