author_id,created_at,id,lang,public_metrics_like_count,public_metrics_quote_count,public_metrics_reply_count,public_metrics_retweet_count,text,withheld_copyright,withheld_country_codes
1293390594719518720,2021-04-25 06:10:43+00:00,1386200984083320832,en,954,28,51,186,"""No amount of death threats or harrassment will hurt more than seeing deku getting railed by bakugo"" https://t.co/THVEEewfJh",,
594080628,2021-04-26 21:09:08+00:00,1386789463808937988,en,0,1,0,0,"@AshyVEVO @theybian I can’t remember what this tweet said as the other person blocked me. Not sure what they were afraid of? 

What were you replying to?",,
2537825904,2021-04-25 17:22:58+00:00,1386370162039738370,en,2742,128,121,113,"This weekend, 4 Gears of War Pros have been banned from all Gears Esports competitions following the sexual harassment of a female streamer on Twitch lasting over 90 minutes

This is just how the harassment started... y'all some frikin weirdos https://t.co/KepnkJeQEI",,
2195241,2021-04-23 16:06:16+00:00,1385626083488239618,en,10448,539,353,1063,students in Germany (from what I’m gathering maybe students in all of Germany??) were apparently asked to analyze a column of mine on a big exam and I am getting lots of messages saying either thanks for helping them get an A or ... ruining their lives,,
1153210403788185600,2021-04-25 10:22:45+00:00,1386264410897797122,en,14539,1201,156,7999,"but nevertheless. boys like him are exactly the reason i continue my fight, teachers that continuously ""infect"" those kind of mindset into boys need to be purged from our education system. https://t.co/NnlDFoXeKq",,
932235914,2021-04-24 20:26:16+00:00,1386053899912626178,en,346,8,30,160,"I wore a shirt with an inscription 'Stop raping women', one guy held my hands at the park and asked 'no be women dey cause am? Na una dey cause am na'

I had to forcefully let go of his grip.
Fear and goosebumps raged through my body 🥺🥺",,
60099140,2021-04-25 08:16:08+00:00,1386232544086142976,en,10,1,2,5,One of the many events that made me dislike the horde of Student Union Government (SUG) members and their followers happened in my first year in OAU. The SUG declared a protest against the school management and wanted to hold a march. Being unable to convince their mates... 1/,,
1375577915832864775,2021-04-24 18:18:33+00:00,1386021762236915714,en,1,1,0,0,Her relationship with Isarya also goes south but to be fair it’s not really either of their faults.,,
999136818,2021-04-23 10:39:29+00:00,1385543847212691459,en,130,41,32,19,"I don’t owe anybody any explanations or clarifications, but I’m trying my hardest not to engage over on that other app - so I’ll tell y’all what ACTUALLY happened here:",,
16573941,2021-04-22 20:10:39+00:00,1385325195104186371,en,2051,81,74,265,"Have you ever wondered how a deer actually sees the world? 

Well, wonder no more thanks to the cutting-edge technology used for Life in Colour with David Attenborough. Now on Netflix. https://t.co/Pl0dt2mwVq",,
1296391068594798593,2021-04-22 18:24:59+00:00,1385298602306596866,en,55,5,26,1,"It would have been completely different if it was a boy using such language 

She retweeted my tweet and now saw her self on that tweet saying she retweeted thought ki I tagged her and used such words and now she is sorry for what all she did https://t.co/WEeevVRfXt",,
205302299,2021-04-20 21:59:26+00:00,1384627794680762370,en,53567,169,245,5582,Darnella Frazier is a hero. Her bravery in that moment must never be forgotten. We lift you up Darnella.,,
310314084,2021-04-20 20:22:35+00:00,1384603423329292289,qam,6,1,0,6,@MayorAdler https://t.co/5JRsVRorkX,,
848148994102611969,2021-04-14 00:16:41+00:00,1382125619765506054,en,20529,673,1296,7181,"Alright, we have positive ID on super douche. 

Meet Jonathan Pentland, US Army https://t.co/urCfmGXuQ5",,
983862396321222656,2021-04-19 23:32:52+00:00,1384288921882828804,en,112,1,2,9,"Me trying to explain to people why it's wrong to tag others in nsfw tweets, even if they harassed you/your friends first https://t.co/66Nv0uPjHw",,
38329239,2021-04-17 03:46:47+00:00,1383265657601413125,en,844,145,80,499,Star Tribune journalists @shijundu and @ByLizSawyer being “processed” by Minnesota Sate Patrol after documenting mass arrest tonight in Brooklyn Center. https://t.co/3NCecX8wew,,
125453969,2021-04-13 12:23:26+00:00,1381946126987841537,en,569,7,14,148,"The rise of anti-Asian violence has been a heartbreaking burden to the community.  The vote for important legislation to redress it, led by @maziehirono and @Grace4NY, should be bipartisan and overwhelming.  Hope it passes this week.

https://t.co/tjEm0sO6Ll",,
22650211,2021-04-13 23:00:35+00:00,1382106472142811136,en,2194,283,460,166,"Good Morning America | WEDNESDAY MORNING: Former Bachelor Colton Underwood in an exclusive, new and deeply personal interview with Robin Roberts. https://t.co/BmeL41skic",,
3308717637,2021-04-14 01:47:00+00:00,1382148349227364352,en,95507,6202,2507,23876,I went for a walk yesterday evening and I encountered a young man (Deandre)in distress. I decided to record the incident in order to protect this black man from possibly becoming a statistic https://t.co/fdgfAmc6zb,,
102098902,2021-04-14 23:47:09+00:00,1382480576830054402,in,2,1,1,2,Mangsa tidak mempunyai hubungan kekeluargaan dengan suspek yang sebelum ini didakwa di mahkamah kerana menganggu mangsa.  #FMTNews #Bunuh #Ipoh #TamanPerpaduan  https://t.co/I3Ig9NIcjK,,
1150965803224715264,2021-04-14 20:15:33+00:00,1382427325963378692,en,21,2,0,5,"i can’t explain how TIRED i am of straight girls saying “i’m so tired of men i wish i was lesbian”. 
i constantly have to deal with the fact my parents will never accept me for my sexuality, constantly getting sexualized by men, people thinking lesbian is a “dirty word”. (1)",,
1339619325578240000,2021-04-14 16:09:33+00:00,1382365417813983234,en,171,408,36,21,"Colton Underwood, former star of #TheBachelor, is getting his own reality show at Netflix.

The project will focus on Underwood living his life publicly as a gay man with an appearance from Gus Kenworthy as his “gay guide”.

(https://t.co/CdV8lUU52r) https://t.co/TBNdey1lYJ",,
18101218,2021-04-14 11:36:02+00:00,1382296586391326723,en,567,80,66,82,Former #Bachelor Colton Underwood comes out as gay on #GMA: https://t.co/crtHDhiAf9,,
387239612,2021-04-12 19:04:12+00:00,1381684595142184966,en,2272,95,222,451,"Again, I was harassed. In line for my second vaccination, a white man, older was yelling at me. I’m on a meeting call with headphones but he’s so loud they can hear. I ask him to stop and his yelling gets louder.  No one around me spoke up or asked him to stop. #StopAsianHate",,
1248411824292352000,2021-04-12 18:28:26+00:00,1381675594669305856,en,53,1,7,4,bro he blamed his medication for his actions plus he followed me on his new account after I blocked him on his old one? wtf I’m tired https://t.co/6RNL8ii0GQ,,
21934122,2021-04-11 21:17:48+00:00,1381355827764686849,en,9,1,0,0,"You’re the one tagging me into the conversation. Don’t play the “small account” game.

You’ve been harassing/QRT any and all Black women (regardless of their follower counts) who tweet about a fictional Black woman in a way you don’t like.

Just leave them the fuck alone! https://t.co/Ygus6maVNW",,
839246845914251264,2021-04-11 15:17:01+00:00,1381265035322916868,zxx,12504,236,79,1883,https://t.co/7uLJ9CbwHq,,
940334713,2021-04-09 01:57:52+00:00,1380339145449570307,en,21,32,8,0,"THREAD:
1) As many of you know, I love the show Supernatural. I particularly like Jensen Ackles &amp; Misha Collins from that show. So when someone claimed that those 2 men were racists, I was confounded, &amp; wanted to know on what that claim was based. Turns out, it was this tweet: https://t.co/XzKW66w3ZX",,
151156179,2021-04-11 18:47:02+00:00,1381317885432365057,en,0,0,2,0,"@Shatakshi_17 @jennythefriend sorry, how do you ‘confirm’ it has no ties to it? the things i’m saying have nothing to do with stanning him, it’s to do with jennythefriends racism and harassment and uncaring comments, i don’t care about misha collins?",,
44116979,2021-04-10 20:19:33+00:00,1380978781305856011,en,0,0,1,0,@EyeEdinburgh @glasgowcathcart @theSNP @AlbaParty Do you really think it’s wise to defame me on a public platform? I’m going to need you to point to examples of my “transphobic views”.,,
210449511,2021-04-09 14:19:26+00:00,1380525768334172164,en,49,2,4,20,Just so you know she was fully covered in a big chaddar from head to toe. She was a good hard working girl. Her only mistake was to stand up for herself and slap the man who groped her. https://t.co/81kEy2vF7R,,
150399218,2021-04-09 19:31:24+00:00,1380604277647765505,en,139,13,18,32,"Burglars can sometimes breakthrough locked doors, does that mean locking doors is useless in deterring robberies? If we dont lock our doors we wud be much more likely to get robbed. 

Similarly hijaab significantly reduces the chances of getting harassed.Ask a hijabi muslim women https://t.co/vz3yEZ8a3e",,
16008890,2021-04-08 03:44:04+00:00,1380003485475741703,en,1105,14,52,67,"Watching The Muppets &amp; I've always been bothered that Kermit just sort of tolerated Ms. Piggy. She always adored him &amp; he was NEVER good to her. ""It ain't easy being green? Try being a fine-ass pig in love with an ungrateful frog?"" You deserve more Ms. Piggy. You deserve more.",,
3046610308,2021-04-07 17:15:52+00:00,1379845390946729989,en,11,2,2,0,"All I'm going to say is, there is a lot of toxicity in this community that should not exist.
I'm tired of dealing with it for just simply tweeting about Dragon Quest.",,
1372359387621203970,2021-04-07 10:14:10+00:00,1379739268113821697,en,21,1,1,0,"48. Fox’s funeral.

(New’s speech is based on Chanel Oberlin’s funeral speech on Scream Queens, credits to the scriptwriters) https://t.co/tUhCWQsxcg",,
1219687463477764097,2021-04-06 18:55:59+00:00,1379508199770972163,en,9,3,1,1,"Chris, only Hunny said sorry everyone else didn’t also she only did that because she was getting hate for it and I was a 15 year old not because she did it, It like the saying goes, Your not sorry you did it your sorry you got caught, https://t.co/WrpqjPHxGr",,
3389800395,2021-04-06 16:01:07+00:00,1379464192533663749,nl,1,3,0,0,"POSTED, #KeanuReeves: key words “Keanu Mom”; “Keanu Moms”; “Keanu Mom Killer”; “Keanu Moms Killer”.👮‍♀️Eve👇. https://t.co/vgGM4vLgBJ",,
28175824,2021-04-05 11:34:29+00:00,1379034704419127296,en,816,560,492,171,"Lena Dunham has a new clothing line, 
and many, many thoughts about fashion and body positivity - https://t.co/7RKbaqXQsI",,
1242217691752128514,2021-04-03 16:36:03+00:00,1378385819623288832,en,116,11,33,38,Hey @Twitch @TwitchSupport one of your partnered streamers came into my stream saying this to me last night. Called my friends ass and called me weak for saying no to playing with him. Also made a threat? Please do something about this. This isn't Budzerk's first time doing this https://t.co/Y6MnqwSQ9F,,
1258336988,2021-01-10 20:30:58+00:00,1348366745195732992,en,1067,11,47,155,"Although i brushed it off, that was the first time I felt like I wasnt in control of my stream because it was THAT many mfs harassing me. @Twitch @TwitchSupport Partners should be positive role models of the platform, and @Budzerk is far from that. Your move 🥴",,
47191293,2021-04-03 14:06:23+00:00,1378348156895682560,en,810,15,20,110,Amazon apologized for the peepee tweets but with a blog post that its PR account didn’t share and by trying to pass the blame onto other companies. This company just loves the pisscourse! https://t.co/kgESHUK5h9 https://t.co/6Mxp6RuL9a,,
26521072,2021-04-02 14:02:28+00:00,1377984782504714242,en,7,1,2,1,"@PartyHkt @jpen98 @NCVates @SykesCharlie @ABC Interesting, then why did one marry the A president at the company where I work? She was his exec assistant and remained so for years. ? We all knew them both. There’s an HR form for that for both to sign that it is consensual.",,
725680865116884993,2021-04-01 12:38:14+00:00,1377601196375019521,en,2,1,1,2,Unfortunately this heinous act still happens. Could remember I went to the market to get some stuff at Dugbe market. I came with my 3 months old baby but told my sis to stay in the car and watch her for me. I quickly entered the market and that was how this guy started tailing me https://t.co/VkxCHfxObk,,
934438887081984000,2021-04-01 05:15:09+00:00,1377489690081718276,en,3,1,3,0,"My god the traveler age discourse is happening all again, just stfu and stop pestering VA to answer your shitty question, and y'all ugly ass chilumi shippers needs to shut up as well, you're a disgusting rat who ships an adult with a minor, don't give me that it's not canon bs",,
992629220626042880,2021-03-31 15:54:42+00:00,1377288250767896583,en,0,1,0,0,"@Contrarycunt Whoa. Relax bruv, was an honest mistake. 🙌 https://t.co/zdc73z6U4v",,
1334570033754693633,2021-03-29 17:11:09+00:00,1376582716041306116,en,10388,304,178,119,"takign this screenshot and replying to it with me “cream post” does nothing T-T i like dream and i think hes cool, i never hated his merch but i thought the way he was handling the situation was not good, i dont want to get attacked everytime i do something related to dream https://t.co/u2dnM9F828",,
2828181574,2021-03-28 18:40:45+00:00,1376242875567067137,en,49,2,9,11,"I hate planet fitness and I signed a year contract with them, I never been disrespected like that at LA fitness, fucking hate it here, I tell them about someone literally taking pictures of me and harassing me and they do nothing",,
759251,2021-03-27 18:43:04+00:00,1375881068847509504,en,9120,7973,13873,3752,"Police said the girls, 13 and 15, assaulted an Uber Eats driver with a Taser while carjacking him, which led to an accident in which he was fatally injured. https://t.co/N6RpLoTu8x",,
800454156938919937,2021-03-27 21:41:32+00:00,1375925982805127169,en,14412,110,165,1519,Updated Trixie design! https://t.co/YZl0m3BctQ https://t.co/DCTK4DE3o5,,
1238370241169616897,2021-03-27 10:36:28+00:00,1375758613621305350,en,334,7,36,69,"But will remain a coalition MP; a token move.

Andrew Laming, an upskirter, remains a coalition MP. https://t.co/a86IBWrCF8",,
85462891,2021-03-27 02:50:51+00:00,1375641435542712320,en,10046,40,92,1941,Only 1 voice coming from whole West Bengal #AmarVoteBJPKe,,
1279367142,2021-03-26 20:30:05+00:00,1375545612582719494,en,377,63,83,87,"This is going to be a long tweet so plz read the entire thread.  Thank you. #HorrorCommunity for ur 🖤
So a couple of days ago I decided that I would be on a podcast via YouTube live stream talking about predators in our horror community and infiltrating Twitter all the time. (1)",,
995137116,2021-03-26 21:44:47+00:00,1375564413051232262,en,488,64,114,143,"My professor sexually assaulted me!

When @kamarabasalva revealed that Dr @CKayumba had sexually assaulted me in Jan 2017, some asked why I had come out now. 

But is there ever a right time for a victim of sexual assault to speak out? https://t.co/8WzbFjVDYP",,
16396118,2021-03-26 13:03:19+00:00,1375433181541724172,en,76,9,0,23,"I wrote about @blockpartyapp_, the anti-harassment web app that automatically filters out certain tweets and lets you review them later https://t.co/PA0bowGgNR cc: @triketora",,
925094727992557568,2021-03-25 04:15:06+00:00,1374937865851928581,en,347,45,64,27,It’s heating up and getting real in jersey. SNEEK PEEK #RHONJ 👀 https://t.co/5mvKRzCq32,,
1203773732067696640,2021-03-24 19:59:10+00:00,1374813057122193425,en,13,1,0,0,One of the nice things about the #dopeoldpeople hashtag (besides seeing your beautiful faces glowing!) is that some of the nice comments come from younger people. It helps remind me that it's often the worst elements that bully and are loudest bc of the anonymity of a screen. 💜 https://t.co/DIQ5G90q0A,,
744322289106305024,2021-03-24 17:53:46+00:00,1374781501536096260,en,81,0,35,0,"I turned this b*tch off. The likes are nice and all, but the attention and the inappropriate negative comments are causing me to have anxiety attacks. From now on, only my moots can see my tweets. Now, I've gotta go check all those new followers 😭 https://t.co/1ldU3aNXr3",,
986277515428814848,2021-03-24 19:03:27+00:00,1374799034532175878,en,61355,1306,746,6688,"Ariana Grande is currently listening to ""Dynamite” by @BTS_twt",,
722942130,2021-03-23 22:26:28+00:00,1374487737999388676,en,23700,444,185,1797,"This is a very difficult topic for me to publicly talk about, but there was a teacher at my high school who would message me repeatedly on social media for years and attempt to hang out with me outside of school while I was in high school. I had always been concerned about this",,
104848816,2021-03-23 08:33:57+00:00,1374278229180174337,en,797,156,544,137,Nicola Sturgeon this morning @SkyNews https://t.co/CYvNgKOWQ9,,
79004240,2019-03-04 01:49:42+00:00,1102385599846199296,en,1037,40,13,328,"Probably the dumbest thing Florida Evans has ever done is when she forced James to turn in the $27,000 in cash that he found on the street in Season 2. WHO turns money in they found on the street?! WHO?! This woman didn’t deserve nice things, honestly. Opportunity #4, squandered. https://t.co/NmiMilwXM5",,
288277167,2021-03-23 02:37:17+00:00,1374188471645044742,en,2926,16,99,398,"""Those affected"" is the sort of language you use when people die during a natural disaster. These were shooting victims in Boulder and there are things we can do to prevent more people from dying. https://t.co/uEzlP7hULm",,
426856424,2021-03-22 02:17:28+00:00,1373821094734352385,en,429,53,21,325,"NEW tonight from @sfchronicle: Republican Recall campaign used slurs like “Chinese virus,” “Wuhan Flu” on their official website. 

A top recall leader called hate crimes against AAPI Californians “small potatoes.” 

This is who they are.  

https://t.co/7ads5QvXQ4",,
3237334315,2021-03-20 04:50:44+00:00,1373134891420893184,en,212427,12075,15388,15858,"Honestly, what did I do to deserve this? I’m human. https://t.co/djXzhSH0q8",,
755057897583804416,2021-03-20 14:33:01+00:00,1373281426808868867,en,1816,37,172,318,"Without a doubt the most toxic people on twitter are the KHive.

They continue to dox, harass, and cyberbully leftists who are actually fighting for fundamental change.

You need to tell your supporters to stop harassing and cyberbullying people, @KamalaHarris. https://t.co/2t3f3uHlSt",,
813213725255671808,2020-12-21 19:33:24+00:00,1341104503651745793,en,25,8,21,5,"My experience with cj_the_sithlord

Read: https://t.co/QT43TfWIux",,
1872130770,2021-03-19 22:46:11+00:00,1373043150059679744,en,4822,256,0,206,"I deleted the tweet about my wife's miscarriage because of trolls and harassment.

For those who left sweet messages and DM's, thank you. I read each and everyone and my wife and I are grateful.",,
1337941073314852864,2021-03-19 16:11:09+00:00,1372943735936454656,en,49,8,5,23,"Re: Giovanni Cannoli needs to be stopped.

Read: https://t.co/G5DLDRwqdS",,
1310781692534231040,2021-03-18 05:33:05+00:00,1372420772149477377,en,2,39,10,0,"of course not and those who go ""not all men"" are usually hypocrites but allow me to ask you this.

how else would you as a woman respond if you were demonized along with your entire gender because a small percentage of women are fucking despicable? https://t.co/iJcPoUofoW",,
284590933,2021-03-17 21:30:20+00:00,1372299284264189954,en,2147,69,143,277,"So upset that ⁦@TinaYazdani⁩, who is obviously pregnant, was harassed so badly at a vaccination clinic that police had to be called. The man is still yelling behind her as she went live.  You are a pro Tina.  People, please, don't blame reporters for the pandemic. https://t.co/K0JQfGdJKp",,
149482213,2021-03-17 12:13:15+00:00,1372159089879449603,en,6482,377,329,1878,"Remember the 2016 League Cup final? I do, but not for match-related reasons unfortunately... 

This was hard to write. I wasn't sure whether I really wanted to write it. But I knew it was important to: women in football silently accept the unacceptable 

https://t.co/svmAo2R5ls",,
55060090,2021-03-17 18:29:32+00:00,1372253787985952769,en,1926,526,2129,428,Marjorie Taylor Greene: I was ‘ambushed’ and ‘harassed’ by Guam National Guard members https://t.co/TcIhRA2HWs,,
1266353058042298369,2021-03-16 20:37:42+00:00,1371923650471985162,en,1432,5,11,488,"the memorial of the beautiful sarah everard doesn’t just represent the tragic loss of a daughter, a sister, a girlfriend; but represents the fear and sexism faced by women everyday. https://t.co/gkR6XW15g8",,
1364280446922739712,2021-03-16 03:38:41+00:00,1371667209651621890,en,7668,231,146,1103,For anyone needing context here’s the video of her explaining what had happened to her. https://t.co/NzIqScagKc,,
20012204,2021-03-16 21:38:50+00:00,1371939037750132738,en,78,39,15,36,Leah Remini claims #TheTalk's Sharon Osbourne called Julie Chen racial slurs and mocked Sara Gilbert's sexuality. https://t.co/ZQunGdFdn2,,
903678794703052800,2021-03-15 19:50:31+00:00,1371549389831819265,en,0,2,1,0,"@didaelhosiny Absolutely,
You get to see Egypt behind the gated hotels, and the gated beaches, and the gated villas and all in the escort and protection of the military.
Not to mention the sleazy tourist guide that talks about his sexual escapades with you when you leave.

Welcome to Egypt. https://t.co/kXNatvAkdP",,
3030018412,2021-03-13 09:34:24+00:00,1370669564283871233,en,69032,1948,622,6701,Do gay men know they’re INCLUDED when we say we don’t feel safe around men??? Do you know how many times I’ve been sexually harassed by gay men in gay spaces??? And that that’s a shared experience I know I have with a lot of women in queer spaces???,,
44101412,2021-03-12 09:15:12+00:00,1370302344575995904,en,96033,16657,9581,12641,"Female abduction / murder is extremely rare. Yes we should all be vigilant when out alone. But this level of fear-mongering isn’t healthy. And men’s mental health is an issue as well. Calling all men out as dangerous is bad for our sons, brothers, partners.",,
1137767160808386560,2021-03-03 23:02:50+00:00,1367249132944044035,en,855,893,37,148,actor Kim Jisoo’s statement https://t.co/0DV9vBfN6A,,
1354827942015234050,2021-03-11 19:28:58+00:00,1370094416459882508,tr,93271,1830,453,8141,aye 👍🏼 ok https://t.co/ISPwOyWIhc,,
1088862056705593344,2021-03-11 00:39:21+00:00,1369810136768933889,en,253,8,28,66,"Nazi-curious Rep. @CawthornforNC: “You want my guns. I know it. We all know it... come and take them.” 🙄

The issue at hand is universal background checks, supported by 90% of America. Nobody is taking his guns. Just more incitement. 
https://t.co/miZFEuSoXV",,
61581095,2021-01-07 02:51:58+00:00,1347013077166936066,en,3621,1038,1,781,"About China sales: There are no official figures from the Chinese music market, because till to date in China exists no tracking service like Nielsen in the USA, Oricon in Japan or Hanteo in South Korea! Currently, there are only estimated numbers from alternative sources.",,
903610991535038465,2021-03-10 15:07:46+00:00,1369666295965216769,nl,43,0,1,1,@yeopiphany a fcvkin slap in da face,,
84435696,2020-12-06 07:12:30+00:00,1335482228751683584,en,1276,2773,362,483,"&lt;thread 🧵&gt;

A thread debunking the feminist myth that what you wear doesn't matter, and clothing doesn't prevent sexual harassments. (Proven with scientific studies on the topic)

Short summary: Yes the hijab does prevent sexual harassments and attracts less male attention https://t.co/F7bW2tfAeP",False,['FR']
1331402172735647744,2021-03-09 18:29:39+00:00,1369354711778942983,en,710,4,159,13,@itvnews I don't normally have time for Piers Morgan but you have to think that he had been the victim of woke politics. That I find regrettable.,,
1216789842,2021-03-06 23:32:37+00:00,1368343791762087945,en,13781,241,627,3698,It's the ultimate hypocrisy for Republicans calling for the resignation of of Mario Cuomo for asking a woman if he could kiss her yet totally ignoring Trump actually grabbing women by the pussies.,,
2166415653,2021-03-08 03:18:32+00:00,1368763032952856578,en,22,1,1,1,a couple years ago i saw a GFM going around about a Black woman who married a white man and was raising money for legal fees because they harassed her to the point that she lost her job and she was facing some trumped up charges or sumn. love doesn't conquer all. fuck that.,,
2166415653,2021-03-08 03:22:07+00:00,1368763937009922049,en,18,0,1,0,"i explained to my son today that my mother was born in 1970 and was the first in her family to earn a degree and ""benefit"" from integration. my gramma was born in 1946 and was the last of her siblings to have been born in a *colored* hospital. this shit was not long ago.",,
17469289,2021-03-07 16:21:04+00:00,1368597578540085254,en,142,15,48,44,Top Albany leaders silent as Cuomo accusers reach five https://t.co/RuiSqDxMU4 https://t.co/A8RTx2ebmy,,
1639605836,2021-03-04 00:20:58+00:00,1367268795677483008,en,960,35,101,345,"If Andrew Cuomo is a sexual predator, then wtf is that former guy? https://t.co/pXWfZHm5YB",,
29780473,2021-03-06 22:10:22+00:00,1368323095304548356,en,220,4,55,19,"Just an average Saturday afternoon for a (brown) female journalist 

I could have totally outed his IP address and email. I’ll just forward it to our security team instead https://t.co/cBVjnRJAL8",,
130807213,2021-03-06 13:41:10+00:00,1368194950056144897,en,56,13,21,8,"Can somebody take her phone away for a few days? Or drag her to a therapist? She has become a joke in mvtwitter. If there is female Maldivian version of Trump thats her. You know who I am talking about. Well, if you know, you know.",,
1282663836865175552,2021-03-06 08:20:21+00:00,1368114214217216000,en,309,274,15,165,"hello if you follow @/levidazai @/got7encore @/leochuuya @/izusleos please unf rn 😁

cw manipulation + gaslighting",,
17469289,2021-03-05 02:46:58+00:00,1367667927646887942,en,288,189,500,89,State Senate's top Dem says one more accuser and Cuomo's done https://t.co/45RDtqdXce https://t.co/fA9hwL2ykD,,
722528529716383744,2021-03-05 13:27:11+00:00,1367829044641869825,en,362,7,12,143,"What Andrew Cuomo did to those young women is disgusting and worthy of him losing his job.

What Andrew Cuomo did to those senior citizens and their families is criminal and worthy of him going to jail.

Don't let the media distract you. Cuomo must be arrested, not just fired.",,
146224027,2021-03-03 13:02:27+00:00,1367098044248915970,en,450920,19473,2525,137496,This how I want us to have our women’s back https://t.co/mI4MsUvi7v,,
302985538,2021-03-04 13:39:37+00:00,1367469785622208518,en,28,2,12,2,"Guys need to stop making us feel awkward 😩 the group is screaming stoko😩

One follows He's taking a Pic of me at the rank for what?",,
17659206,2021-03-04 00:37:05+00:00,1367272854320996353,en,10624,3398,516,1821,#JiSoo Shares Handwritten Letter Of Apology In Response To School Violence Allegations https://t.co/HdzcsuaTVs https://t.co/2CiwGtOxHz,,
1082296868925771776,2021-03-03 20:24:03+00:00,1367209172983504896,en,1,1,0,0,"“I got busted, so you can have your stupid shows back. As a treat.” https://t.co/gJiwxv19Zm",,
15012486,2021-03-03 18:34:45+00:00,1367181670550487049,en,1303,435,767,269,"Cuomo responds to sexual harassment allegations: ""I now understand that I acted in a way that made people feel uncomfortable. It was unintentional, and I truly and deeply apologize for it. I feel awful about it, and frankly, I am embarrassed by it."" https://t.co/tNAMkwadPB https://t.co/6k1TitRRX1",,
828744622881042432,2021-03-03 02:11:22+00:00,1366934193784020994,zxx,77668,636,107,29267,https://t.co/zPN7aNtyMf,,
1252351231344902144,2021-03-03 00:33:47+00:00,1366909634469052421,en,115096,1052,157,24990,Sorry i told you about my mental illness do you still think i’m hot,,
19367849,2021-02-28 22:38:06+00:00,1366155745398575104,en,723,566,458,274,"BREAKING: Andrew Cuomo issues a new statement.

""I acknowledge some of the things I have said have been misinterpreted as an unwanted flirtation. To the extent anyone felt that way, I am truly sorry about that."" https://t.co/Nxg0HLHDfL",,
23769951,2021-03-02 14:58:24+00:00,1366764836651036674,en,3,1,3,1,"#HeyJustin! Being ""different"" is no reason to be ignored at all, by anyone &amp; from anyone.

One day, some day, the knuckle-dragging ""normies"" might get the memo. Until then, keep your head up &amp; keep the message strong!

Good for you for using your influence to create visibility! https://t.co/EFecpGVBqR",,
958603800989880320,2021-03-02 02:13:32+00:00,1366572351177981952,en,2208,15,184,51,"@brianstelter @ChrisCuomo @CuomoPrimeTime I like Chris a lot. I feel very sorry for him right now. He is not responsible for his brother’s behavior and I’m sure his love for his brother is deep, regardless.",,
28705468,2021-03-02 02:17:25+00:00,1366573325607202816,en,0,1,0,0,A third woman says Gov. Cuomo made unwanted advances towards her https://t.co/s8oMTCz38H via @businessinsider,,
1102330672167993345,2021-02-28 19:56:12+00:00,1366115000788557824,en,31,3,6,0,I was told today that someone who opposes me being on council may be following me/ monitoring me if I leave my house because they disagree with me joining council meetings remotely. Something I am doing—during a pandemic—for personal and public health reasons.,,
